"Institute", "Academic Program Name", "Quota", "Seat Type", "Gender", "Opening Rank","Closing Rank" ,"Institute Type"
"National Institute of Technology Karnataka, Surathkal", "Information Technology (4 Years, Bachelor of Technology)", "HS", "ST", "Gender-Neutral", "159","404" ,"NIT"
"National Institute of Technology Karnataka, Surathkal", "Information Technology (4 Years, Bachelor of Technology)", "HS", "ST", "Female-only (including Supernumerary)", "195","195" ,"NIT"
"National Institute of Technology Karnataka, Surathkal", "Information Technology (4 Years, Bachelor of Technology)", "OS", "OPEN", "Gender-Neutral", "2099","3403" ,"NIT"
"National Institute of Technology Karnataka, Surathkal", "Information Technology (4 Years, Bachelor of Technology)", "OS", "OPEN", "Female-only (including Supernumerary)", "4659","5473" ,"NIT"
"National Institute of Technology Karnataka, Surathkal", "Information Technology (4 Years, Bachelor of Technology)", "OS", "OPEN (PwD)", "Gender-Neutral", "31","31" ,"NIT"
"National Institute of Technology Karnataka, Surathkal", "Information Technology (4 Years, Bachelor of Technology)", "OS", "EWS", "Gender-Neutral", "399","432" ,"NIT"
"National Institute of Technology Karnataka, Surathkal", "Information Technology (4 Years, Bachelor of Technology)", "OS", "EWS", "Female-only (including Supernumerary)", "996","996" ,"NIT"
"National Institute of Technology Karnataka, Surathkal", "Information Technology (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Gender-Neutral", "918","1161" ,"NIT"
"National Institute of Technology Karnataka, Surathkal", "Information Technology (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Female-only (including Supernumerary)", "1322","1998" ,"NIT"
"National Institute of Technology Karnataka, Surathkal", "Information Technology (4 Years, Bachelor of Technology)", "OS", "SC", "Gender-Neutral", "487","690" ,"NIT"
"National Institute of Technology Karnataka, Surathkal", "Information Technology (4 Years, Bachelor of Technology)", "OS", "SC", "Female-only (including Supernumerary)", "1597","1597" ,"NIT"
"National Institute of Technology Karnataka, Surathkal", "Information Technology (4 Years, Bachelor of Technology)", "OS", "SC (PwD)", "Gender-Neutral", "32","32" ,"NIT"
"National Institute of Technology Karnataka, Surathkal", "Information Technology (4 Years, Bachelor of Technology)", "OS", "ST", "Gender-Neutral", "76","76" ,"NIT"
"National Institute of Technology Karnataka, Surathkal", "Information Technology (4 Years, Bachelor of Technology)", "OS", "ST (PwD)", "Gender-Neutral", "8","8" ,"NIT"
"National Institute of Technology Karnataka, Surathkal", "Mechanical Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN", "Gender-Neutral", "10210","16814" ,"NIT"
"National Institute of Technology Karnataka, Surathkal", "Mechanical Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN", "Female-only (including Supernumerary)", "17247","27421" ,"NIT"
"National Institute of Technology Karnataka, Surathkal", "Mechanical Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN (PwD)", "Gender-Neutral", "862","862" ,"NIT"
"National Institute of Technology Karnataka, Surathkal", "Mechanical Engineering (4 Years, Bachelor of Technology)", "HS", "EWS", "Gender-Neutral", "3043","4873" ,"NIT"
"National Institute of Technology Karnataka, Surathkal", "Mechanical Engineering (4 Years, Bachelor of Technology)", "HS", "EWS", "Female-only (including Supernumerary)", "8570","8790" ,"NIT"
"National Institute of Technology Karnataka, Surathkal", "Mechanical Engineering (4 Years, Bachelor of Technology)", "HS", "OBC-NCL", "Gender-Neutral", "4657","8906" ,"NIT"
"National Institute of Technology Karnataka, Surathkal", "Mechanical Engineering (4 Years, Bachelor of Technology)", "HS", "OBC-NCL", "Female-only (including Supernumerary)", "10150","18127" ,"NIT"
"National Institute of Technology Karnataka, Surathkal", "Mechanical Engineering (4 Years, Bachelor of Technology)", "HS", "OBC-NCL (PwD)", "Gender-Neutral", "495","495" ,"NIT"
"National Institute of Technology Karnataka, Surathkal", "Mechanical Engineering (4 Years, Bachelor of Technology)", "HS", "SC", "Gender-Neutral", "1986","5431" ,"NIT"
"National Institute of Technology Karnataka, Surathkal", "Mechanical Engineering (4 Years, Bachelor of Technology)", "HS", "SC", "Female-only (including Supernumerary)", "7424","7562" ,"NIT"
"National Institute of Technology Karnataka, Surathkal", "Mechanical Engineering (4 Years, Bachelor of Technology)", "HS", "SC (PwD)", "Gender-Neutral", "131","131" ,"NIT"
"National Institute of Technology Karnataka, Surathkal", "Mechanical Engineering (4 Years, Bachelor of Technology)", "HS", "ST", "Gender-Neutral", "515","1447" ,"NIT"
"National Institute of Technology Karnataka, Surathkal", "Mechanical Engineering (4 Years, Bachelor of Technology)", "HS", "ST", "Female-only (including Supernumerary)", "3219","3219" ,"NIT"
"National Institute of Technology Karnataka, Surathkal", "Mechanical Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Gender-Neutral", "7716","14069" ,"NIT"
"National Institute of Technology Karnataka, Surathkal", "Mechanical Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Female-only (including Supernumerary)", "17722","21223" ,"NIT"
"National Institute of Technology Karnataka, Surathkal", "Mechanical Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN (PwD)", "Gender-Neutral", "225","708" ,"NIT"
"National Institute of Technology Karnataka, Surathkal", "Mechanical Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN (PwD)", "Female-only (including Supernumerary)", "1434","1434" ,"NIT"
"National Institute of Technology Karnataka, Surathkal", "Mechanical Engineering (4 Years, Bachelor of Technology)", "OS", "EWS", "Gender-Neutral", "2121","2566" ,"NIT"
"National Institute of Technology Karnataka, Surathkal", "Mechanical Engineering (4 Years, Bachelor of Technology)", "OS", "EWS", "Female-only (including Supernumerary)", "3527","4478" ,"NIT"
"National Institute of Technology Karnataka, Surathkal", "Mechanical Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Gender-Neutral", "3344","5345" ,"NIT"
"National Institute of Technology Karnataka, Surathkal", "Mechanical Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Female-only (including Supernumerary)", "8198","9508" ,"NIT"
"National Institute of Technology Karnataka, Surathkal", "Mechanical Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL (PwD)", "Gender-Neutral", "412","412" ,"NIT"
"National Institute of Technology Karnataka, Surathkal", "Mechanical Engineering (4 Years, Bachelor of Technology)", "OS", "SC", "Gender-Neutral", "939","2885" ,"NIT"
"National Institute of Technology Karnataka, Surathkal", "Mechanical Engineering (4 Years, Bachelor of Technology)", "OS", "SC", "Female-only (including Supernumerary)", "4538","5309" ,"NIT"
"National Institute of Technology Karnataka, Surathkal", "Mechanical Engineering (4 Years, Bachelor of Technology)", "OS", "ST", "Gender-Neutral", "607","969" ,"NIT"
"National Institute of Technology Karnataka, Surathkal", "Mechanical Engineering (4 Years, Bachelor of Technology)", "OS", "ST", "Female-only (including Supernumerary)", "1559","1904" ,"NIT"
"National Institute of Technology Karnataka, Surathkal", "Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN", "Gender-Neutral", "27406","32230" ,"NIT"
"National Institute of Technology Karnataka, Surathkal", "Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN", "Female-only (including Supernumerary)", "39644","43291" ,"NIT"
"National Institute of Technology Karnataka, Surathkal", "Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN (PwD)", "Gender-Neutral", "1008","1008" ,"NIT"
"National Institute of Technology Karnataka, Surathkal", "Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)", "HS", "EWS", "Gender-Neutral", "6750","6853" ,"NIT"
"National Institute of Technology Karnataka, Surathkal", "Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)", "HS", "OBC-NCL", "Gender-Neutral", "12473","18899" ,"NIT"
"National Institute of Technology Karnataka, Surathkal", "Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)", "HS", "OBC-NCL", "Female-only (including Supernumerary)", "18804","18804" ,"NIT"
"National Institute of Technology Karnataka, Surathkal", "Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)", "HS", "SC", "Gender-Neutral", "6108","6633" ,"NIT"
"National Institute of Technology Karnataka, Surathkal", "Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)", "HS", "SC", "Female-only (including Supernumerary)", "9384","9384" ,"NIT"
"National Institute of Technology Karnataka, Surathkal", "Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)", "HS", "ST", "Gender-Neutral", "2074","2074" ,"NIT"
"National Institute of Technology Karnataka, Surathkal", "Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)", "HS", "ST", "Female-only (including Supernumerary)", "3901","3901" ,"NIT"
"National Institute of Technology Karnataka, Surathkal", "Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Gender-Neutral", "18099","25127" ,"NIT"
"National Institute of Technology Karnataka, Surathkal", "Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Female-only (including Supernumerary)", "32869","34865" ,"NIT"
"National Institute of Technology Karnataka, Surathkal", "Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN (PwD)", "Gender-Neutral", "1063","1063" ,"NIT"
"National Institute of Technology Karnataka, Surathkal", "Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)", "OS", "EWS", "Gender-Neutral", "4070","4859" ,"NIT"
"National Institute of Technology Karnataka, Surathkal", "Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)", "OS", "EWS", "Female-only (including Supernumerary)", "7783","7783" ,"NIT"
"National Institute of Technology Karnataka, Surathkal", "Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Gender-Neutral", "8685","9185" ,"NIT"
"National Institute of Technology Karnataka, Surathkal", "Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Female-only (including Supernumerary)", "9818","14063" ,"NIT"
"National Institute of Technology Karnataka, Surathkal", "Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL (PwD)", "Gender-Neutral", "550","550" ,"NIT"
"National Institute of Technology Karnataka, Surathkal", "Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)", "OS", "SC", "Gender-Neutral", "4866","5177" ,"NIT"
"National Institute of Technology Karnataka, Surathkal", "Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)", "OS", "SC", "Female-only (including Supernumerary)", "6813","6813" ,"NIT"
"National Institute of Technology Karnataka, Surathkal", "Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)", "OS", "ST", "Gender-Neutral", "1847","1875" ,"NIT"
"National Institute of Technology Karnataka, Surathkal", "Mining Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN", "Gender-Neutral", "37271","46155" ,"NIT"
"National Institute of Technology Karnataka, Surathkal", "Mining Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN", "Female-only (including Supernumerary)", "44731","57689" ,"NIT"
"National Institute of Technology Karnataka, Surathkal", "Mining Engineering (4 Years, Bachelor of Technology)", "HS", "EWS", "Gender-Neutral", "7790","11056" ,"NIT"
"National Institute of Technology Karnataka, Surathkal", "Mining Engineering (4 Years, Bachelor of Technology)", "HS", "OBC-NCL", "Gender-Neutral", "15560","20036" ,"NIT"
"National Institute of Technology Karnataka, Surathkal", "Mining Engineering (4 Years, Bachelor of Technology)", "HS", "OBC-NCL", "Female-only (including Supernumerary)", "19420","20239" ,"NIT"
"National Institute of Technology Karnataka, Surathkal", "Mining Engineering (4 Years, Bachelor of Technology)", "HS", "SC", "Gender-Neutral", "7269","9218" ,"NIT"
"National Institute of Technology Karnataka, Surathkal", "Mining Engineering (4 Years, Bachelor of Technology)", "HS", "SC", "Female-only (including Supernumerary)", "9293","9293" ,"NIT"
"National Institute of Technology Karnataka, Surathkal", "Mining Engineering (4 Years, Bachelor of Technology)", "HS", "ST", "Gender-Neutral", "2795","2795" ,"NIT"
"National Institute of Technology Karnataka, Surathkal", "Mining Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Gender-Neutral", "21166","30068" ,"NIT"
"National Institute of Technology Karnataka, Surathkal", "Mining Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Female-only (including Supernumerary)", "36095","41230" ,"NIT"
"National Institute of Technology Karnataka, Surathkal", "Mining Engineering (4 Years, Bachelor of Technology)", "OS", "EWS", "Gender-Neutral", "4718","5070" ,"NIT"
"National Institute of Technology Karnataka, Surathkal", "Mining Engineering (4 Years, Bachelor of Technology)", "OS", "EWS", "Female-only (including Supernumerary)", "8750","8750" ,"NIT"
"National Institute of Technology Karnataka, Surathkal", "Mining Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Gender-Neutral", "9255","10587" ,"NIT"
"National Institute of Technology Karnataka, Surathkal", "Mining Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Female-only (including Supernumerary)", "16336","16336" ,"NIT"
"National Institute of Technology Karnataka, Surathkal", "Mining Engineering (4 Years, Bachelor of Technology)", "OS", "SC", "Gender-Neutral", "5503","7167" ,"NIT"
"National Institute of Technology Karnataka, Surathkal", "Mining Engineering (4 Years, Bachelor of Technology)", "OS", "SC", "Female-only (including Supernumerary)", "7113","7113" ,"NIT"
"National Institute of Technology Karnataka, Surathkal", "Mining Engineering (4 Years, Bachelor of Technology)", "OS", "ST", "Gender-Neutral", "1124","1510" ,"NIT"
"National Institute of Technology Karnataka, Surathkal", "Mining Engineering (4 Years, Bachelor of Technology)", "OS", "ST", "Female-only (including Supernumerary)", "2473","2473" ,"NIT"
"National Institute of Technology Meghalaya", "Civil Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN", "Gender-Neutral", "142261","142261" ,"NIT"
"National Institute of Technology Meghalaya", "Civil Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN", "Female-only (including Supernumerary)", "257202","257202" ,"NIT"
"National Institute of Technology Meghalaya", "Civil Engineering (4 Years, Bachelor of Technology)", "HS", "ST", "Gender-Neutral", "2860","8603" ,"NIT"
"National Institute of Technology Meghalaya", "Civil Engineering (4 Years, Bachelor of Technology)", "HS", "ST", "Female-only (including Supernumerary)", "5274","5403" ,"NIT"
"National Institute of Technology Meghalaya", "Civil Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Gender-Neutral", "50611","55209" ,"NIT"
"National Institute of Technology Meghalaya", "Civil Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Female-only (including Supernumerary)", "64604","64989" ,"NIT"
"National Institute of Technology Meghalaya", "Civil Engineering (4 Years, Bachelor of Technology)", "OS", "EWS", "Gender-Neutral", "8983","8983" ,"NIT"
"National Institute of Technology Meghalaya", "Civil Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Gender-Neutral", "16760","17225" ,"NIT"
"National Institute of Technology Meghalaya", "Civil Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Female-only (including Supernumerary)", "22289","22289" ,"NIT"
"National Institute of Technology Meghalaya", "Civil Engineering (4 Years, Bachelor of Technology)", "OS", "SC", "Gender-Neutral", "7662","8107" ,"NIT"
"National Institute of Technology Meghalaya", "Civil Engineering (4 Years, Bachelor of Technology)", "OS", "ST", "Gender-Neutral", "2288","2288" ,"NIT"
"National Institute of Technology Meghalaya", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN", "Gender-Neutral", "48012","48012" ,"NIT"
"National Institute of Technology Meghalaya", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN", "Female-only (including Supernumerary)", "88563","88563" ,"NIT"
"National Institute of Technology Meghalaya", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "HS", "EWS", "Gender-Neutral", "15162","15162" ,"NIT"
"National Institute of Technology Meghalaya", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "HS", "SC", "Gender-Neutral", "5017","13149" ,"NIT"
"National Institute of Technology Meghalaya", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "HS", "ST", "Gender-Neutral", "1631","5597" ,"NIT"
"National Institute of Technology Meghalaya", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "HS", "ST", "Female-only (including Supernumerary)", "2911","2911" ,"NIT"
"National Institute of Technology Meghalaya", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Gender-Neutral", "15911","19175" ,"NIT"
"National Institute of Technology Meghalaya", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Female-only (including Supernumerary)", "34378","34378" ,"NIT"
"National Institute of Technology Meghalaya", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "OS", "EWS", "Gender-Neutral", "3077","3077" ,"NIT"
"National Institute of Technology Meghalaya", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "OS", "EWS (PwD)", "Gender-Neutral", "200","200" ,"NIT"
"National Institute of Technology Meghalaya", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Gender-Neutral", "5362","6137" ,"NIT"
"National Institute of Technology Meghalaya", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Female-only (including Supernumerary)", "12071","12071" ,"NIT"
"National Institute of Technology Meghalaya", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "OS", "SC", "Gender-Neutral", "3133","3133" ,"NIT"
"National Institute of Technology Meghalaya", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "OS", "SC", "Female-only (including Supernumerary)", "5299","5299" ,"NIT"
"National Institute of Technology Meghalaya", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "OS", "ST", "Gender-Neutral", "1025","1025" ,"NIT"
"National Institute of Technology Meghalaya", "Electrical and Electronics Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN", "Gender-Neutral", "138346","138346" ,"NIT"
"National Institute of Technology Meghalaya", "Electrical and Electronics Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN", "Female-only (including Supernumerary)", "237583","237583" ,"NIT"
"National Institute of Technology Meghalaya", "Electrical and Electronics Engineering (4 Years, Bachelor of Technology)", "HS", "SC", "Gender-Neutral", "26670","26670" ,"NIT"
"National Institute of Technology Meghalaya", "Electrical and Electronics Engineering (4 Years, Bachelor of Technology)", "HS", "ST", "Gender-Neutral", "2335","19291" ,"NIT"
"National Institute of Technology Meghalaya", "Electrical and Electronics Engineering (4 Years, Bachelor of Technology)", "HS", "ST", "Female-only (including Supernumerary)", "13424","16643" ,"NIT"
"National Institute of Technology Meghalaya", "Electrical and Electronics Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Gender-Neutral", "31901","39316" ,"NIT"
"National Institute of Technology Meghalaya", "Electrical and Electronics Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Female-only (including Supernumerary)", "44588","44588" ,"NIT"
"National Institute of Technology Meghalaya", "Electrical and Electronics Engineering (4 Years, Bachelor of Technology)", "OS", "EWS", "Gender-Neutral", "6364","6890" ,"NIT"
"National Institute of Technology Meghalaya", "Electrical and Electronics Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Gender-Neutral", "11385","12347" ,"NIT"
"National Institute of Technology Meghalaya", "Electrical and Electronics Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Female-only (including Supernumerary)", "18714","18714" ,"NIT"
"National Institute of Technology Meghalaya", "Electrical and Electronics Engineering (4 Years, Bachelor of Technology)", "OS", "SC", "Gender-Neutral", "6257","6415" ,"NIT"
"National Institute of Technology Meghalaya", "Electrical and Electronics Engineering (4 Years, Bachelor of Technology)", "OS", "ST", "Female-only (including Supernumerary)", "3592","3592" ,"NIT"
"National Institute of Technology Meghalaya", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN", "Gender-Neutral", "121773","136987" ,"NIT"
"National Institute of Technology Meghalaya", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN", "Female-only (including Supernumerary)", "220988","220988" ,"NIT"
"National Institute of Technology Meghalaya", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "HS", "ST", "Gender-Neutral", "7839","22053" ,"NIT"
"National Institute of Technology Meghalaya", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Gender-Neutral", "24586","29028" ,"NIT"
"National Institute of Technology Meghalaya", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Female-only (including Supernumerary)", "40341","40341" ,"NIT"
"National Institute of Technology Meghalaya", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN (PwD)", "Gender-Neutral", "1984","1984" ,"NIT"
"National Institute of Technology Meghalaya", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "OS", "EWS", "Gender-Neutral", "4638","4638" ,"NIT"
"National Institute of Technology Meghalaya", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "OS", "EWS", "Female-only (including Supernumerary)", "6482","6482" ,"NIT"
"National Institute of Technology Meghalaya", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Gender-Neutral", "8153","8634" ,"NIT"
"National Institute of Technology Meghalaya", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Female-only (including Supernumerary)", "17279","17279" ,"NIT"
"National Institute of Technology Meghalaya", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "OS", "SC", "Gender-Neutral", "3940","3940" ,"NIT"
"National Institute of Technology Meghalaya", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "OS", "SC", "Female-only (including Supernumerary)", "6179","6179" ,"NIT"
"National Institute of Technology Meghalaya", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "OS", "ST", "Gender-Neutral", "1520","1520" ,"NIT"
"National Institute of Technology Meghalaya", "Mechanical Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN", "Gender-Neutral", "121811","121811" ,"NIT"
"National Institute of Technology Meghalaya", "Mechanical Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN", "Female-only (including Supernumerary)", "156857","156857" ,"NIT"
"National Institute of Technology Meghalaya", "Mechanical Engineering (4 Years, Bachelor of Technology)", "HS", "SC", "Gender-Neutral", "28298","28298" ,"NIT"
"National Institute of Technology Meghalaya", "Mechanical Engineering (4 Years, Bachelor of Technology)", "HS", "ST", "Gender-Neutral", "11191","32879" ,"NIT"
"National Institute of Technology Meghalaya", "Mechanical Engineering (4 Years, Bachelor of Technology)", "HS", "ST", "Female-only (including Supernumerary)", "26814","26814" ,"NIT"
"National Institute of Technology Meghalaya", "Mechanical Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Gender-Neutral", "40305","44699" ,"NIT"
"National Institute of Technology Meghalaya", "Mechanical Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Female-only (including Supernumerary)", "52381","52381" ,"NIT"
"National Institute of Technology Meghalaya", "Mechanical Engineering (4 Years, Bachelor of Technology)", "OS", "EWS", "Gender-Neutral", "7232","7232" ,"NIT"
"National Institute of Technology Meghalaya", "Mechanical Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Gender-Neutral", "13112","13180" ,"NIT"
"National Institute of Technology Meghalaya", "Mechanical Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Female-only (including Supernumerary)", "21418","21418" ,"NIT"
"National Institute of Technology Meghalaya", "Mechanical Engineering (4 Years, Bachelor of Technology)", "OS", "SC", "Gender-Neutral", "6882","7219" ,"NIT"
"National Institute of Technology Meghalaya", "Mechanical Engineering (4 Years, Bachelor of Technology)", "OS", "SC", "Female-only (including Supernumerary)", "10647","10647" ,"NIT"
"National Institute of Technology Meghalaya", "Mechanical Engineering (4 Years, Bachelor of Technology)", "OS", "ST", "Gender-Neutral", "2557","2863" ,"NIT"
"National Institute of Technology Nagaland", "Civil Engineering (4 Years, Bachelor of Technology)", "HS", "ST", "Gender-Neutral", "2791","8371" ,"NIT"
"National Institute of Technology Nagaland", "Civil Engineering (4 Years, Bachelor of Technology)", "HS", "ST", "Female-only (including Supernumerary)", "7544","8839" ,"NIT"
"National Institute of Technology Nagaland", "Civil Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Gender-Neutral", "55663","57852" ,"NIT"
"National Institute of Technology Nagaland", "Civil Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Female-only (including Supernumerary)", "65707","65818" ,"NIT"
"National Institute of Technology Nagaland", "Civil Engineering (4 Years, Bachelor of Technology)", "OS", "EWS", "Gender-Neutral", "9470","9603" ,"NIT"
"National Institute of Technology Nagaland", "Civil Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Gender-Neutral", "17937","18593" ,"NIT"
"National Institute of Technology Nagaland", "Civil Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Female-only (including Supernumerary)", "21118","21118" ,"NIT"
"National Institute of Technology Nagaland", "Civil Engineering (4 Years, Bachelor of Technology)", "OS", "SC", "Gender-Neutral", "8842","8842" ,"NIT"
"National Institute of Technology Nagaland", "Civil Engineering (4 Years, Bachelor of Technology)", "OS", "SC", "Female-only (including Supernumerary)", "12253","12253" ,"NIT"
"National Institute of Technology Nagaland", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "HS", "ST", "Gender-Neutral", "1572","8340" ,"NIT"
"National Institute of Technology Nagaland", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "HS", "ST", "Female-only (including Supernumerary)", "4094","7418" ,"NIT"
"National Institute of Technology Nagaland", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Gender-Neutral", "24324","30401" ,"NIT"
"National Institute of Technology Nagaland", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Female-only (including Supernumerary)", "19726","19726" ,"NIT"
"National Institute of Technology Nagaland", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN (PwD)", "Female-only (including Supernumerary)", "2283","2283" ,"NIT"
"National Institute of Technology Nagaland", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "OS", "EWS", "Gender-Neutral", "5124","5416" ,"NIT"
"National Institute of Technology Nagaland", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "OS", "EWS (PwD)", "Gender-Neutral", "152","152" ,"NIT"
"National Institute of Technology Nagaland", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Gender-Neutral", "8244","9933" ,"NIT"
"National Institute of Technology Nagaland", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Female-only (including Supernumerary)", "17496","17496" ,"NIT"
"National Institute of Technology Nagaland", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "OS", "SC", "Gender-Neutral", "3942","4177" ,"NIT"
"National Institute of Technology Nagaland", "Electrical and Electronics Engineering (4 Years, Bachelor of Technology)", "HS", "ST", "Gender-Neutral", "9986","16257" ,"NIT"
"National Institute of Technology Nagaland", "Electrical and Electronics Engineering (4 Years, Bachelor of Technology)", "HS", "ST", "Female-only (including Supernumerary)", "8021","11295" ,"NIT"
"National Institute of Technology Nagaland", "Electrical and Electronics Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Gender-Neutral", "42259","47930" ,"NIT"
"National Institute of Technology Nagaland", "Electrical and Electronics Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Female-only (including Supernumerary)", "49965","51561" ,"NIT"
"National Institute of Technology Nagaland", "Electrical and Electronics Engineering (4 Years, Bachelor of Technology)", "OS", "EWS", "Gender-Neutral", "7883","8197" ,"NIT"
"National Institute of Technology Nagaland", "Electrical and Electronics Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Gender-Neutral", "14127","14745" ,"NIT"
